step,phase,distance_to_object,reach_error,s_ee_x,s_ee_y,s_ee_z,s_obj_rel_x,s_obj_rel_y,s_obj_rel_z,action_move_x,action_move_y,action_move_z,action_grip,obs_contact,obs_grip,true_ee_x,true_ee_y,true_ee_z,true_obj_x,true_obj_y,true_obj_z
10,Reach,0.7648601741884498,0.6919895975495306,0.10777829157549293,0.003132484058333869,0.8269974154007848,0.3000493679011462,0.007494809360084284,-0.7035092683926518,0.004336038705837187,0.00010830812177849,-0.009010384991344078,0,0,0.0016769415259814294,0.10850459896610987,0.001781677421924392,0.8252432994482486,0.4,0.0,0.1308267761282851
11,Reach,0.7739002180881877,0.7008939498992827,0.11406772702259604,0.0007940994289803605,0.8260417498846181,0.30083259499493237,0.012181234111122083,-0.7129326159470399,0.004292127147597172,0.00017379568068568013,-0.0090303620974042,0,0,0.0019405071428185375,0.11590376933874458,0.0019623544846888727,0.8235412358374946,0.4,0.0,0.1284866787925266
12,Reach,0.7272434074540515,0.6536793725181612,0.11952001938679302,0.0023645319176983054,0.8206455305122422,0.2708760415292662,0.0003718900392962344,-0.6749140726852667,0.0041438670534420215,5.689181193887255e-06,-0.009101007278132189,0,0,0.002200177250865739,0.12429063957566239,0.002138637250544212,0.8214672177696877,0.4,0.0,0.12610781722908077
13,Reach,0.7316625107288781,0.6578053220440806,0.13200344626703558,0.0010061062474283678,0.8202848010104933,0.26626255573776336,0.011989807370511751,-0.6813886743535573,0.004047740977685807,0.0001822698444161918,-0.00914235039152294,0,0,0.0024478441495467155,0.13364753570421892,0.002320259131431474,0.818969457040595,0.4,0.0,0.12369019918924291
14,Reach,0.7360616845213722,0.6617357492604773,0.13951856783491262,0.0006645008400354438,0.8157154250634894,0.25806757155876714,0.003713868058402159,-0.6893287598194677,0.0038998583928278097,5.612312864391249e-05,-0.009208037505914151,0,0,0.002681074264723873,0.14395423624272943,0.00250248051974238,0.8159899792814275,0.4,0.0,0.12123383242275836
15,Reach,0.7293587440446403,0.6545590200662247,0.15048788080340503,-0.000592346149890092,0.8132679374081203,0.24491599728635322,0.006321037495116718,-0.6869791672769936,0.003741694633763873,9.656940476470999e-05,-0.009273100647449375,0,0,0.0028977927809951728,0.15517013190145795,0.002695617505253482,0.8124709206786306,0.4,0.0,0.11873872467782279
16,Reach,0.7229488279863262,0.6482975425036367,0.16347703303294886,0.004124478786252575,0.8092272939123671,0.24578418556003928,-0.011832526887416536,-0.6797831516909267,0.0037912250077465092,-0.0001825169171815912,-0.009251664742930323,0,0,0.003095866277794507,0.16726393434656311,0.00284830830450491,0.8083464362390116,0.4,0.0,0.11620488370108258
17,Reach,0.7191647834420363,0.6440547313453232,0.17678785745778935,0.0031178960391497184,0.8022956436507853,0.234244159414359,4.590014106324635e-05,-0.6799468048433409,0.003637022569884114,7.12674541919265e-07,-0.009315152511808304,0,0,0.00327173795615268,0.18017490824807642,0.002981955517254635,0.8035563326114689,0.4,0.0,0.11363231723763505
18,Reach,0.7112048667777288,0.6359040998749493,0.1912598357400425,0.002228298477245606,0.8019617008507771,0.2270468608645735,0.0002920514701533525,-0.6739896143159839,0.0035704575722852283,4.592696763722462e-06,-0.0093408678200501,0,0,0.003425078580746044,0.19384590261864643,0.0031085305084682323,0.7980362152919283,0.4,0.0,0.11102103303102884
19,Reach,0.7311708445287153,0.6549818430447453,0.20358395590971445,0.002547477569481652,0.7944321828770498,0.21071958107881328,-0.011142405694727313,-0.700059932315897,0.003217182022928503,-0.0001701177797987618,-0.009466826277710075,0,0,0.003555912397024206,0.20822047989890258,0.003200140789723792,0.7917181328061849,0.4,0.0,0.10837103882326418
20,Reach,0.7193268745225627,0.6423806079924567,0.2180076925666947,0.004373459573254547,0.7891120755525156,0.1854259246050171,-0.014554018115348576,-0.6948644180352533,0.0028865429979977627,-0.0002265637837485823,-0.009571652854789689,0,0,0.003664831916493434,0.223215948058115,0.0032603980027055895,0.7845442068556837,0.4,0.0,0.10568234235479322
21,Reach,0.6928185524520791,0.6157062269990355,0.2318886950840094,0.004491246552010367,0.7801159456994676,0.17367256942443207,0.008311901495617668,-0.6706461791025409,0.002820705099425673,0.00013499784688113424,-0.009592986934391782,0,0,0.003751857535754866,0.23875890147832185,0.0032689551046241752,0.7764511440175734,0.4,0.0,0.10295495136452032
22,Reach,0.6610356027561362,0.5837012061494717,0.2460881410353013,0.002001628252828069,0.774248771571019,0.15730000122115903,0.02311616219260034,-0.6416310628176265,0.0026948719578434163,0.00039602731584352513,-0.00962189313471808,0,0,0.0038178308102923223,0.25475133354108137,0.0032367717974627133,0.7673894577797498,0.4,0.0,0.10018887358980236
23,Reach,0.690689438395037,0.6126060871218354,0.2642826621305775,0.0023020906328537734,0.7623481419693037,0.14140015473518525,-0.005820617402726552,-0.6760355145732866,0.0023081741710977077,-9.501403144838397e-05,-0.00972950689036733,0,0,0.003862836134419982,0.27109986320947654,0.0031590084131534303,0.757309034467415,0.4,0.0,0.09738411676644906
24,Reach,0.6861642985599837,0.6071548593937512,0.2797155985092079,0.00349702466410008,0.751532821664233,0.10082118268597542,-0.009334720873660426,-0.6786526333304296,0.0016605513589506003,-0.0001537453045007532,-0.009859966103675575,0,0,0.003888779494102552,0.2876909655895453,0.003050390536212251,0.7461765007498683,0.4,0.0,0.09454068862872332
25,Reach,0.6420147854510334,0.563105316110267,0.2977559103439518,0.002622589693084161,0.7396923968525664,0.09831344970532045,0.011062682230447573,-0.6343461731630798,0.0017459158507761052,0.0001964584938900006,-0.009844449294002546,0,0,0.0038955753643662274,0.30440739582595827,0.002901393505261371,0.7339614717495744,0.4,0.0,0.09165859690934146
26,Reach,0.6332131434276027,0.5538961873156456,0.312313350393729,0.0023669156613548305,0.7271956727482582,0.07584281746472832,0.014526194234808667,-0.6284868667916063,0.0013692605076826103,0.00026225481538710626,-0.009902340535141529,0,0,0.003883955261293541,0.32122786227912864,0.002733175789500856,0.7206606195958175,0.4,0.0,0.08873784933947357
27,Reach,0.6357146237131603,0.5565005684145586,0.33216342477025623,0.0007143990845608284,0.7126842897448693,0.0789869601961757,-0.026028898516853385,-0.6302512509814893,0.0014193509347385838,-0.0004677245629956565,-0.00988770330548137,0,0,0.0038518515784522257,0.3382289320872771,0.0025416751667978843,0.7062677186692241,0.4,0.0,0.08577845364874381
28,Reach,0.640581223188354,0.5608481069661401,0.3477020458039492,-0.0010993590808940727,0.6997314790726871,0.04694221674882486,0.013763504625043284,-0.6387106525874064,0.0008369862742829742,0.0002454052078288324,-0.009961888890197099,0,0,0.0037978054561219263,0.355390113193897,0.0023365676697260046,0.690816065385673,0.4,0.0,0.08278041756523077
29,Reach,0.5948709896925574,0.5152745111190628,0.3646233178351197,0.0020507122046795148,0.6809882280016943,0.052394815687574224,-0.018412662871069095,-0.5922729535550852,0.0010168330580486939,-0.0003573369626042795,-0.009941748378792137,0,0,0.003720181264508491,0.37269367466352077,0.002120038641751183,0.6743521813954187,0.4,0.0,0.07974374881546768
30,Reach,0.5950727779599085,0.5151110797129036,0.3848448844016053,0.0028725724750122677,0.6628708827991805,0.017082411127701664,0.0012782998557919825,-0.5948261664120581,0.0003316257754972485,2.481600388996566e-05,-0.009994468895893208,0,0,0.00361588695395397,0.3901157406864441,0.0018916000045471983,0.656935636571958,0.4,0.0,0.0766684551244428
31,Reach,0.5725986872515729,0.4926341864787055,0.40011943301142366,0.002709813296772857,0.646861944747992,0.013556611669630216,-0.00815496935596291,-0.5723800934668035,0.00027518617346740333,-0.00016553803166308303,-0.00999484215633271,0,0,0.003484119389370145,0.4076319554905269,0.0016500198810983874,0.6386490335620802,0.4,0.0,0.07355454421559968
32,Reach,0.5455660858389234,0.46559394238394114,0.41901393237751905,0.0006825084536950823,0.6275993953825433,-0.008286712588777365,-0.010401750932956446,-0.5454039677061429,-0.00017798153786854732,-0.00022340821016049401,-0.009995919734762321,0,0,0.0033215411918472333,0.4252254400725434,0.001393721293776592,0.619598683474256,0.4,0.0,0.07040202381083752
33,Reach,0.5465727216775941,0.46703294714969457,0.4355676879171665,0.003768148802729806,0.6091440388481981,-0.05361610997044507,0.00732590545729664,-0.5438872897420205,-0.0011480155800070331,0.00015686057058729354,-0.009932645920874061,0,0,0.003132799193603379,0.4428932037364356,0.0011194812616224157,0.5999249794547696,0.4,0.0,0.06721090163051141
34,Reach,0.5326755985963825,0.4532209136106928,0.4525205872091912,0.002031851696550339,0.5884708299108798,-0.05450385193244136,0.01758017258078781,-0.5295881050368962,-0.001202589075120638,0.00038789411637541523,-0.009919844639452868,0,0,0.0029260059113287154,0.46065431989683514,0.0008290794458843912,0.5797978969526434,0.4,0.0,0.06398118539343273
35,Reach,0.49935109566818464,0.4209864894361007,0.4718344707747092,-0.0012305641436372696,0.5690675796903599,-0.08923417688451321,0.02327244590084908,-0.49076182785802724,-0.002119644670878627,0.0005528074293315649,-0.009757126135050817,0,0,0.002708080184170105,0.47856148339752547,0.0005119573425343167,0.5594230318421434,0.4,0.0,0.06071288281686935
36,Reach,0.5013582113553877,0.4222316552013282,0.4871272017545895,1.8608814927278906e-06,0.5465006696896573,-0.06752752835922912,0.00604253444852862,-0.4967530339963768,-0.0015993004675840966,0.00014310946074489424,-0.009870246080854855,0,0,0.0024848518916283065,0.496663060035396,0.00017468100674804097,0.5389987414563955,0.4,0.0,0.05740600161654604
37,Reach,0.48948628343159734,0.4125442975179718,0.5048755299871842,-0.0001596447502245881,0.525306281381894,-0.11850941656981559,0.03300675075863292,-0.47377515158175765,-0.002872647065607614,0.000800077736068938,-0.009545039258835071,0,0,0.002261160876739348,0.5150373991805229,-0.00017244394255259976,0.518745223333201,0.4,0.0,0.05406054950664471
38,Reach,0.4710639752383408,0.3953005429188647,0.5251066381651806,0.0009398290440463057,0.5089576481566976,-0.13824536180011665,0.008453633426233165,-0.4502421845962436,-0.003497221652652561,0.00021385332192595222,-0.009366093500970367,0,0,0.0020409568759258007,0.5337597580500171,-0.0005399229851538505,0.4988715123884227,0.4,0.0,0.05067653419980475
39,Reach,0.44958688933302726,0.37599350486309063,0.5445391750667816,0.0011075080262131422,0.48768270349375087,-0.16092064297381853,-0.007566750225223975,-0.4197328460057297,-0.004279878266312448,-0.00020124683345206274,-0.009035604115806084,0,0,0.0018273860123996697,0.552891901905818,-0.0009137377804725678,0.4795640536735477,0.4,0.0,0.047253963407123324
40,Reach,0.4346570867304525,0.3609796965392776,0.564166681701282,0.0001975047737192335,0.47197521815165844,-0.1541841481059347,-0.003338716472091229,-0.406377760821345,-0.004271269259299136,-9.249042270519914e-05,-0.00904144371415727,0,0,0.0016228879177336124,0.572479424828847,-0.001279855108845211,0.46099051510913863,0.4,0.0,0.043792844838155695
41,Reach,0.42226970235004246,0.35253571618699514,0.585914175255535,-0.002225951649383635,0.4521771841758001,-0.1886662053339768,-0.008224387527135066,-0.37768918959572384,-0.00535169052868115,-0.0002332923204516564,-0.00844422780237736,0,0,0.001429284412029313,0.5925460834312343,-0.0016430442271578819,0.44329431509571043,0.4,0.0,0.040293186200915515
42,Reach,0.44701983914249144,0.37928830228359606,0.6046893403058613,-0.001422072067268071,0.43330085328152446,-0.21873581553977367,0.00645179904682454,-0.38979450211128996,-0.005767006633814496,0.00017010276900130954,-0.0081677842487126,0,0,0.0012478566804697332,0.6130908492559681,-0.001986720545400957,0.4265904129787492,0.4,0.0,0.03675499520187514
43,Reach,0.4422389393271922,0.3767383515073235,0.6244959585825569,-0.0015273134161493372,0.4171468629612953,-0.23290560512599146,0.022389879889492113,-0.3752718372549023,-0.006182158099756509,0.0005943084849182622,-0.00783758372550936,0,0,0.0010794308457258393,0.6340896591110275,-0.002314295355966904,0.41096964893696486,0.4,0.0,0.03317827954596595
44,Reach,0.46456085690043347,0.39942155644305555,0.6481330342417525,-0.002801533172886628,0.405668053726457,-0.24759138644223405,0.032420688896071456,-0.3917450625792002,-0.006198748726711061,0.0008116910159978706,-0.007804913319034768,0,0,0.0009244440276708095,0.655495074368865,-0.0026099211849760513,0.3964949085715048,0.4,0.0,0.029563046936578637
45,Reach,0.42276945304253555,0.36134422403996674,0.6681128969548719,-0.0009873536117320824,0.3894209198988119,-0.24848540545845302,0.026256792824463686,-0.3410272636177437,-0.006876695099212907,0.0007266421068227601,-0.007223784033389519,0,0,0.0007830167905993365,0.6772399936243344,-0.0028874617273104814,0.38320738988654945,0.4,0.0,0.025909305075563525
46,Reach,0.4616371420380952,0.4028708620272864,0.6883436161423979,-0.0007936997830885612,0.3783723839227551,-0.29196833316558823,0.0062910847054252475,-0.35752449649057294,-0.007247194093322472,0.00015615635923054552,-0.0068886713497730255,0,0,0.0006550071069165231,0.6992396079346294,-0.0031307316123645812,0.3711253037608873,0.4,0.0,0.02221706166323088
47,Reach,0.46279122138512485,0.4069630384481123,0.7107420773653115,-0.0044772594270865735,0.36383679302525207,-0.30977411680848277,-0.015401332892484576,-0.34347999955134945,-0.007611848928338953,-0.00037844549596481944,-0.006474298023626121,0,0,0.0005655801400446295,0.7213949556326632,-0.003360308669564055,0.36025173251729886,0.4,0.0,0.01848632439835121
48,Reach,0.4537623266125025,0.4039064396191564,0.7320554336824044,-0.0023061811704633162,0.3532104176915366,-0.3338717357141689,-0.005289265622543475,-0.3072489817935508,-0.008266066171883189,-0.00013095274310384171,-0.005626277758973687,0,0,0.0005149426861948633,0.7435951466120841,-0.003559684125499292,0.3505745158738801,0.4,9.181928474004494e-18,0.01555238247569066
49,Reach,0.48426810503615986,0.43368408830196764,0.7572163608851539,-0.0044889218865656845,0.3426300971781615,-0.3540706563059035,0.010510634467101996,-0.3302106819312768,-0.008164252871075351,0.00024235693101526935,-0.005769422689934127,0,0,0.0004932002126400145,0.7657189070153333,-0.0037486932998118043,0.3420740132665897,0.4,1.3136136106547242e-17,0.013279116055329878
50,Reach,0.49793608027911074,0.4502202347500434,0.7777749397456111,-0.005750285867699595,0.33819768543131906,-0.3790419481056993,0.009570077347324225,-0.3227630016583803,-0.008419034038222174,0.000212564354257365,-0.005392094422258903,0,0,0.000505729852681359,0.7876359029255229,-0.003906772676111227,0.33472312448311603,0.4,1.4456630625775273e-17,0.01155198982764811
51,Reach,0.514835357550063,0.4707901383821297,0.8003865507050559,-0.005282671073430863,0.3312686297259223,-0.41002142586318346,-0.0037770377851833225,-0.3113255686614778,-0.008709218661041247,-8.022763174613455e-05,-0.004913560200229089,0,0,0.0005440628709404379,0.8092048490820546,-0.004056284992917632,0.3284925419441006,0.4,1.8125623266581973e-17,0.010274732656925904
52,Reach,0.5306053322530656,0.48635303366406873,0.8230934428593303,-0.005818186582354343,0.32526572955467803,-0.4219150862656382,-0.017807073402816065,-0.3212671578821465,-0.008675078740375684,-0.0003661347245777781,-0.0049607412965947135,0,0,0.0006171713882873045,0.8302727972572006,-0.004175624471630425,0.323348730439759,0.4,1.706083788746283e-17,0.00936652124232193
53,Reach,0.542150663694755,0.5013116444678752,0.8423100886404338,-0.003518450727229801,0.32013481562969814,-0.44662868019037566,0.02464928649822521,-0.30633735790986194,-0.008909202192270167,0.0004916958696299498,-0.004514903262422941,0,0,0.0007182857523307949,0.8506678610343972,-0.004286506585957131,0.3192543488075678,0.4,1.6620085998560804e-17,0.00875959174799248
54,Reach,0.5610922815283949,0.5212777493928294,0.8647336102415066,-0.0031117606133081984,0.31806177846548267,-0.4679908512981262,0.010918085230381099,-0.3093378523667882,-0.00897776380908699,0.00020944851843567456,-0.004399532737277101,0,0,0.0008591742664840912,0.8701930856762053,-0.004372371297121332,0.3161610786585233,0.4,1.5528961642099728e-17,0.008397214796887749
55,Reach,0.5840464390769678,0.5441404992344244,0.8829455378331666,-0.004892619992663953,0.3170081535221094,-0.4876571355111806,0.003661522100824671,-0.3213835005712358,-0.008961970965169607,6.729001252390201e-05,-0.00443605099989523,0,0,0.0010378498440854129,0.888608094145153,-0.004452392690114963,0.31400141311856167,0.4,1.4662275673806594e-17,0.0082319789459703
56,Reach,0.5914093462417603,0.5527421996283084,0.9004421438202617,-0.007344192670187263,0.31287876151874366,-0.49957909178637405,0.0030398346069532667,-0.316506722326036,-0.009038193431265355,5.4995522487651646e-05,-0.004278788963192515,0,0,0.0012702602845820479,0.9056069970784152,-0.004524194425007627,0.31267296634820463,0.4,1.403996323341907e-17,0.008224336022498372
57,Reach,0.5838432657986936,0.5449872211766057,0.9156860349929797,-0.00665023984966201,0.30993862256180094,-0.49212277102725643,0.0024917931889779097,-0.3141367985792844,-0.00902998734474513,4.5722048006891384e-05,-0.004296188781707438,0,0,0.0015668471305444727,0.9207709908711731,-0.004600011693698142,0.312020011015623,0.4,1.2678514548368204e-17,0.008341368721087669
58,Reach,0.5970897457364892,0.5586288671729899,0.9265914252723402,-0.004699136847883778,0.31240612596057865,-0.5053027749647563,0.013441381717843027,-0.3178122076542961,-0.00904541108879502,0.00024061380475851155,-0.004257069794079458,0,0,0.0019474527983053356,0.9335008948983664,-0.004698364878764755,0.31181390046470236,0.4,1.1542668306564606e-17,0.00855574682602876
59,Reach,0.5882129512243596,0.5558144758841818,0.9366635284202839,-0.005267577449214652,0.31080651634731443,-0.520060232361871,0.04166029917769338,-0.2716546524103952,-0.009356723419888743,0.0007495360589776071,-0.003448176697908303,0,0,0.0024238578816506303,0.9429215989580456,-0.0047956021228218225,0.3117478105319801,0.4,1.1182939904654373e-17,0.008844843491313696
60,Reach,0.6088646570880357,0.5758990405132045,0.9461622445364732,-0.0058193044107360085,0.310316301732962,-0.538200626506303,0.01848762139769128,-0.28410291116813624,-0.009345398909272239,0.00032102191698767704,-0.0035440745132385137,0,0,0.0029390173472709485,0.9478788744596196,-0.004920752823052207,0.3114619294615075,0.4,1.1303913877612241e-17,0.009189987316730194
61,Reach,0.632270464237125,0.5977156489416078,0.9472706603392792,-0.004181485244348985,0.3112701493643694,-0.5534391032830349,-0.007552180396556024,-0.3056371434808891,-0.009259237302269489,-0.00012635072228623905,-0.0037749914006841084,0,0,0.0033665094876479734,0.9478087651177058,-0.0049881949880569276,0.31064858771209586,0.4,1.2544299693741354e-17,0.009575829616698459
62,Reach,0.618804391649539,0.5882128583942862,0.9462773089844969,-0.00423602104945788,0.310069201739826,-0.55620991035762,0.01511917731765344,-0.27077817715237273,-0.009455929132116759,0.00025703581793376696,-0.003243352715429621,0,0,0.003657321276404408,0.944383624991368,-0.004882883947100001,0.30914156917272745,0.4,1.4114107786565572e-17,0.009989809386551871
63,Reach,0.6200285273746953,0.5880148047108492,0.9429151903332642,-0.004655989987811168,0.30810238316764843,-0.5521553123431289,0.014074062036981002,-0.28171227624559475,-0.00939016004222285,0.0002393487702048895,-0.0034303945177840355,0,0,0.003831220064482245,0.9409710726592511,-0.004595932395129223,0.3069720166949437,0.4,1.5852322136262876e-17,0.010421701111379753
64,Reach,0.6319750588849423,0.6000980170500348,0.9397115546107547,-0.006045757144401763,0.3041977830718041,-0.562398528955621,0.040106303769386537,-0.2854677811577649,-0.009371777825900223,0.000668329216725983,-0.0034239036843981673,0,0,0.0039069321205251134,0.9399778587958585,-0.004227043109382041,0.30425764982877035,0.4,1.728577113165765e-17,0.010863232805626214
65,Reach,0.6096307606207623,0.5733650986666231,0.9406062456833296,-0.005981680666047385,0.3031297607713227,-0.5257606636461054,0.016618580425306683,-0.30813829953789185,-0.009169736087333827,0.00028984290226164214,-0.003978935935731595,0,0,0.0039019163239230746,0.9418325834458052,-0.004010073063823266,0.30114548464105684,0.4,1.8599053383942453e-17,0.011307763577086283
66,Reach,0.599285466567145,0.5665258483094708,0.9437542118664026,-0.0015004369238127817,0.2985800752097013,-0.5305257601479614,-0.003663733845703881,-0.2786970852239689,-0.009364546414449849,-6.46701974258821e-05,-0.0035072907232191895,0,0,0.003831967079298104,0.9452252111276309,-0.00421097906335313,0.2978768888243259,0.4,2.0204003301720115e-17,0.011750011627505592
67,Reach,0.6008485279721972,0.5681288682743211,0.9460111039946009,-0.005589937693960854,0.29699473975942603,-0.5320692895137618,-0.00710137702236709,-0.2790533912480966,-0.009365292264234179,-0.00012499588418975023,-0.0035036661990565073,0,0,0.0037109043572314147,0.9477762646254659,-0.004957414824662835,0.2947831526163147,0.4,2.141430442977408e-17,0.012185824976795004
68,Reach,0.6026173013602669,0.571484527938082,0.9457144624277536,-0.006490913318337917,0.29311950127589226,-0.5394737295572262,-0.006840594350794623,-0.268456538913239,-0.009439865878848009,-0.00011969867977835742,-0.0032976665106436175,0,0,0.003550396905597117,0.9473401156935872,-0.00607551873598525,0.29223743158186855,0.4,2.2325495770179642e-17,0.01261198836556417
69,Reach,0.6220893813519622,0.5914545877574827,0.9451684005934187,-0.009286620975290146,0.29031700399247273,-0.5592527311297348,-0.007401420898316061,-0.2723541813218324,-0.00945554811317227,-0.00012513929305001697,-0.003252222322784728,0,0,0.003360145931539854,0.9444283191267472,-0.007135456440550493,0.29048717867371543,0.4,2.2991749682872817e-17,0.013026060782399132
70,Reach,0.6379997591635553,0.6087232455448471,0.94186692596184,-0.008586702625582395,0.29210897533037544,-0.5786917597881532,0.01641705041043609,-0.2681231439131396,-0.009506647955758389,0.0002696964594434332,-0.003090454410768511,0,0,0.0031484994304320137,0.9419813830441145,-0.007842666329977167,0.2895115848370906,0.4,2.3151987404548743e-17,0.013426238904518793
71,Reach,0.6420176074674826,0.6111432468654026,0.9426598796985759,-0.009194377112268858,0.28926136707959527,-0.5767921039212525,-0.008791437088400262,-0.2818158756817762,-0.009437919945604577,-0.00014385231504221265,-0.0033022679497303493,0,0,0.0029228467164718556,0.9419671685532756,-0.008276461074191143,0.28913660232062216,0.4,2.3280141805508425e-17,0.013811242455639305
72,Reach,0.6146317527807204,0.5838972903903867,0.9447439994996024,-0.009635055262323805,0.29013827859016617,-0.5517327407133252,0.018469738405662597,-0.27022591125665485,-0.009449140281922584,0.0003163182756562195,-0.003257865970391335,0,0,0.0026897145532079132,0.9440021373108949,-0.008618087032710352,0.28916648687574603,0.4,2.3334455512589118e-17,0.01418021809215002
73,Reach,0.6225490523657692,0.5923057148699854,0.9468521980877127,-0.01055585423929923,0.2889854593378715,-0.5606072215046832,0.024186138659892466,-0.269632892086705,-0.009464828844809304,0.00040833876919795496,-0.0032016049706413948,0,0,0.0024547240404334293,0.9462494862617664,-0.008916128252080002,0.2894553942203764,0.4,2.3163150650887087e-17,0.014532658944309457
74,Reach,0.6248957445676128,0.5961559337885814,0.9467999235239711,-0.008642143392847901,0.288576354013776,-0.5681546018478872,0.0210478008382558,-0.2593299636710982,-0.009530301883221305,0.0003530586486742932,-0.00300810498574514,0,0,0.0022224741934407074,0.9470436970026747,-0.009084621389780887,0.2898502497060939,0.4,2.296759877089738e-17,0.014868337376894336
75,Reach,0.6242300975727944,0.5910073027925896,0.947718856658275,-0.011188631884097636,0.2876274329244256,-0.551460640673971,0.009730738442819093,-0.292334892259804,-0.009330860009144468,0.00016464667013148628,-0.0035927625810458323,0,0,0.001996409338287924,0.9465781653476776,-0.009116228723709844,0.29010039498009543,0.4,2.3027663729335927e-17,0.015187248905305789
76,Reach,0.5962862447454261,0.5646039649998872,0.9465097881878739,-0.010562136557665143,0.28817455759242455,-0.5314874332598515,0.015718285563844313,-0.2698728023688023,-0.009413455558356869,0.000278394884524898,-0.0033629378137441917,0,0,0.001778995697815549,0.9461613933523643,-0.009090729231744121,0.29000206061618744,0.4,2.2844487702708812e-17,0.015489565518515071
77,Reach,0.611016590281092,0.579769162695598,0.9435163444344515,-0.008588485774856774,0.28938701601549327,-0.5468405657595344,-0.004448425636175083,-0.2725561974123567,-0.009432039524438239,-7.672753092786835e-05,-0.0033212562827087855,0,0,0.0015720972129484557,0.9463902196931778,-0.009084902211662235,0.2896138820668844,0.4,2.3190263792097706e-17,0.01577559692788175
78,Reach,0.6134824636377456,0.5775572862093764,0.9436225505505358,-0.009523576094901613,0.28962940448341035,-0.5308714989714549,-0.004984596464226401,-0.3074269646093641,-0.00919166828377615,-8.630479751958982e-05,-0.003937738645840875,0,0,0.0013772453663909606,0.946925678229965,-0.009117774780140276,0.28918682883204033,0.4,2.371218340272372e-17,0.01604575848798942
